datetime,symbol,open,high,low,close,volume
2012-08-01 09:15:00,NSE:SEPOWER,25.799999,25.799999,10.45,12.35,46705.0
2012-09-03 09:15:00,NSE:SEPOWER,11.75,16.5,9.35,16.5,48648.0
2012-10-01 09:15:00,NSE:SEPOWER,17.299999,18.25,11.65,12.15,106832.0
2012-11-01 09:15:00,NSE:SEPOWER,11.75,15.2,10.85,15.2,33892.0
2012-12-03 09:15:00,NSE:SEPOWER,15.95,24.5,15.9,20.0,52050.0
2013-01-01 09:15:00,NSE:SEPOWER,20.5,21.9,16.0,18.5,44320.0
2013-02-01 09:15:00,NSE:SEPOWER,18.4,18.9,14.4,15.0,28074.0
2013-03-01 09:15:00,NSE:SEPOWER,14.05,16.5,12.15,13.0,23805.0
2013-04-01 09:15:00,NSE:SEPOWER,12.5,17.0,11.6,11.7,18260.0
2013-05-02 09:15:00,NSE:SEPOWER,12.25,14.6,11.15,14.1,47586.0
2013-06-03 09:15:00,NSE:SEPOWER,14.0,14.6,12.45,12.75,29408.0
2013-07-01 09:15:00,NSE:SEPOWER,12.75,14.3,11.05,12.6,11546.0
2013-08-01 09:15:00,NSE:SEPOWER,12.7,13.95,12.0,12.8,1016.0
2013-09-02 09:15:00,NSE:SEPOWER,14.0,14.05,12.0,12.0,4580.0
2013-10-01 09:15:00,NSE:SEPOWER,11.85,12.65,11.45,11.55,7419.0
2013-11-01 09:15:00,NSE:SEPOWER,12.0,12.4,10.9,11.3,11381.0
2013-12-02 09:15:00,NSE:SEPOWER,11.35,11.9,9.7,10.95,10742.0
2014-01-01 09:15:00,NSE:SEPOWER,10.5,10.6,7.1,7.8,65687.0
2014-02-03 09:15:00,NSE:SEPOWER,7.45,7.5,6.35,6.35,36794.0
2014-03-03 09:15:00,NSE:SEPOWER,6.05,6.95,4.65,6.0,250726.0
2014-04-01 09:15:00,NSE:SEPOWER,6.0,7.45,5.15,6.8,144893.0
2014-05-02 09:15:00,NSE:SEPOWER,6.8,7.6,5.9,7.2,194869.0
2014-06-02 09:15:00,NSE:SEPOWER,6.85,8.2,6.6,8.0,272373.0
2014-07-01 09:15:00,NSE:SEPOWER,8.0,8.65,6.2,6.55,835954.0
2014-08-01 09:15:00,NSE:SEPOWER,6.1,7.3,5.55,6.25,77187.0
2014-09-01 09:15:00,NSE:SEPOWER,7.25,7.25,5.05,5.4,125599.0
2014-10-01 09:15:00,NSE:SEPOWER,5.5,7.2,4.85,5.5,56907.0
2014-11-03 09:15:00,NSE:SEPOWER,5.5,6.9,4.5,5.75,176016.0
2014-12-01 09:15:00,NSE:SEPOWER,5.6,5.95,5.0,5.25,72564.0
2015-01-01 09:15:00,NSE:SEPOWER,5.05,7.55,4.85,6.05,90476.0
2015-02-02 09:15:00,NSE:SEPOWER,6.05,7.1,5.25,6.5,90493.0
2015-03-02 09:15:00,NSE:SEPOWER,6.45,6.45,3.65,4.5,79800.0
2015-04-01 09:15:00,NSE:SEPOWER,4.95,6.8,4.6,5.95,58010.0
2015-05-04 09:15:00,NSE:SEPOWER,6.0,7.2,4.95,5.8,57493.0
2015-06-01 09:15:00,NSE:SEPOWER,6.2,6.5,4.05,5.6,28779.0
2015-07-01 09:15:00,NSE:SEPOWER,5.5,6.15,4.7,5.0,877900.0
2015-08-03 09:15:00,NSE:SEPOWER,4.9,6.25,4.35,4.85,50821.0
2015-09-01 09:15:00,NSE:SEPOWER,5.65,6.4,4.5,5.2,61209.0
2015-10-01 09:15:00,NSE:SEPOWER,5.85,6.5,5.2,5.45,39862.0
2015-11-02 09:15:00,NSE:SEPOWER,5.95,6.95,4.6,6.0,37872.0
2015-12-01 09:15:00,NSE:SEPOWER,6.0,7.05,5.45,6.2,70859.0
2016-01-01 09:15:00,NSE:SEPOWER,6.45,10.45,5.25,9.15,410504.0
2016-02-01 09:15:00,NSE:SEPOWER,9.3,9.95,5.95,6.1,146201.0
2016-03-01 09:15:00,NSE:SEPOWER,6.2,7.5,5.55,6.9,61859.0
2016-04-01 09:15:00,NSE:SEPOWER,7.2,8.0,5.8,6.6,78568.0
2016-05-02 09:15:00,NSE:SEPOWER,7.7,8.3,5.1,6.2,83708.0
2016-06-01 09:15:00,NSE:SEPOWER,6.15,6.75,5.4,6.3,60107.0
2016-07-01 09:15:00,NSE:SEPOWER,6.35,9.85,5.7,7.6,273365.0
2016-08-01 09:15:00,NSE:SEPOWER,7.1,8.75,6.05,6.85,99221.0
2016-09-01 09:15:00,NSE:SEPOWER,7.15,8.8,5.35,6.55,52302.0
2016-10-03 09:15:00,NSE:SEPOWER,6.55,10.3,6.0,8.15,227059.0
2016-11-01 09:15:00,NSE:SEPOWER,8.0,9.85,7.1,7.3,114518.0
2016-12-01 09:15:00,NSE:SEPOWER,7.1,20.65,6.15,20.65,943154.0
2017-01-02 09:15:00,NSE:SEPOWER,21.549999,25.9,15.3,16.700001,294437.0
2017-02-01 09:15:00,NSE:SEPOWER,15.9,17.0,12.65,12.8,115685.0
2017-03-01 09:15:00,NSE:SEPOWER,12.3,13.65,10.35,11.3,213617.0
2017-04-03 09:15:00,NSE:SEPOWER,10.8,14.55,10.8,12.5,141004.0
2017-05-02 09:15:00,NSE:SEPOWER,13.25,13.45,8.2,8.75,326625.0
2017-06-01 09:15:00,NSE:SEPOWER,8.45,9.4,7.65,8.0,116877.0
2017-07-03 09:15:00,NSE:SEPOWER,8.0,9.8,7.25,9.3,132558.0
2017-08-01 09:15:00,NSE:SEPOWER,8.75,9.9,6.6,9.0,111569.0
2017-09-01 09:15:00,NSE:SEPOWER,8.9,14.7,7.95,10.05,1284178.0
2017-10-03 09:15:00,NSE:SEPOWER,10.05,10.5,8.55,9.5,110755.0
2017-11-01 09:15:00,NSE:SEPOWER,9.05,9.85,8.3,9.2,78335.0
2017-12-01 09:15:00,NSE:SEPOWER,9.6,12.4,8.4,12.4,301609.0
2018-01-01 09:15:00,NSE:SEPOWER,12.9,12.9,9.15,9.25,197117.0
2018-02-01 09:15:00,NSE:SEPOWER,8.85,9.85,7.8,8.2,131405.0
2018-03-01 09:15:00,NSE:SEPOWER,8.2,8.6,6.6,7.0,81222.0
2018-04-02 09:15:00,NSE:SEPOWER,6.8,7.6,6.1,6.1,236861.0
2018-05-02 09:15:00,NSE:SEPOWER,5.8,6.55,4.35,5.55,89746.0
2018-06-01 09:15:00,NSE:SEPOWER,5.55,5.95,2.85,3.1,822652.0
2018-07-02 09:15:00,NSE:SEPOWER,3.1,3.45,2.85,3.1,108489.0
2018-08-01 09:15:00,NSE:SEPOWER,3.1,6.35,3.0,6.35,1382647.0
2018-09-03 09:15:00,NSE:SEPOWER,6.65,7.95,4.5,4.55,56702.0
2018-10-01 09:15:00,NSE:SEPOWER,4.55,4.55,3.35,3.35,42096.0
2018-11-01 09:15:00,NSE:SEPOWER,3.35,5.75,3.2,5.75,61267.0
2018-12-03 09:15:00,NSE:SEPOWER,6.0,6.6,4.15,4.9,114549.0
2019-01-01 09:15:00,NSE:SEPOWER,5.0,5.35,4.15,4.45,43105.0
2019-02-01 09:15:00,NSE:SEPOWER,4.3,4.6,3.25,3.55,34033.0
2019-03-01 09:15:00,NSE:SEPOWER,3.65,4.85,3.65,3.95,30917.0
2019-04-01 09:15:00,NSE:SEPOWER,4.1,4.5,3.8,4.0,25530.0
2019-05-02 09:15:00,NSE:SEPOWER,4.0,4.1,3.05,3.5,61755.0
2019-06-03 09:15:00,NSE:SEPOWER,3.45,3.9,3.2,3.35,31690.0
2019-07-01 09:15:00,NSE:SEPOWER,3.35,3.75,3.05,3.4,14456.0
2019-08-01 09:15:00,NSE:SEPOWER,3.25,3.25,2.5,2.7,41823.0
2019-09-03 09:15:00,NSE:SEPOWER,2.65,2.8,2.4,2.4,25265.0
2019-10-01 09:15:00,NSE:SEPOWER,2.4,3.1,2.2,2.8,114784.0
2019-11-01 09:15:00,NSE:SEPOWER,2.65,3.55,2.65,2.95,5570926.0
2019-12-02 09:15:00,NSE:SEPOWER,2.95,3.45,2.25,2.7,232153.0
2020-01-01 09:15:00,NSE:SEPOWER,2.65,2.95,2.0,2.2,3423803.0
2020-02-01 09:15:00,NSE:SEPOWER,2.4,3.2,1.9,2.15,1496819.0
2020-03-02 09:15:00,NSE:SEPOWER,2.3,2.35,1.2,1.65,217640.0
2020-04-01 09:15:00,NSE:SEPOWER,1.4,2.75,1.4,2.75,709765.0
2020-05-04 09:15:00,NSE:SEPOWER,2.95,4.2,2.35,2.55,1331910.0
2020-06-01 09:15:00,NSE:SEPOWER,2.65,3.3,2.65,3.05,986682.0
2020-07-01 09:15:00,NSE:SEPOWER,3.1,3.2,2.3,2.5,306256.0
2020-08-03 09:15:00,NSE:SEPOWER,2.6,2.9,2.4,2.65,425353.0
2020-09-01 09:15:00,NSE:SEPOWER,2.65,2.85,2.2,2.25,181876.0
2020-10-01 09:15:00,NSE:SEPOWER,2.25,2.6,1.95,2.5,170743.0
2020-11-02 09:15:00,NSE:SEPOWER,2.6,2.7,2.3,2.35,429916.0
2020-12-01 09:15:00,NSE:SEPOWER,2.45,3.6,2.3,3.25,3329898.0
2021-01-01 09:15:00,NSE:SEPOWER,3.4,5.45,3.4,4.45,2936184.0
2021-02-01 09:15:00,NSE:SEPOWER,4.45,4.9,3.85,4.1,663439.0
2021-03-01 09:15:00,NSE:SEPOWER,4.05,4.55,3.7,3.9,474061.0
2021-04-01 09:15:00,NSE:SEPOWER,4.05,4.15,3.4,3.95,184591.0
2021-05-03 09:15:00,NSE:SEPOWER,4.1,7.4,3.8,7.4,1109812.0
2021-06-01 09:15:00,NSE:SEPOWER,7.7,7.75,6.45,7.4,5734378.0
2021-07-01 09:15:00,NSE:SEPOWER,7.65,10.35,6.95,8.95,1890548.0
2021-08-02 09:15:00,NSE:SEPOWER,9.35,10.25,7.7,8.8,696942.0
