datetime,symbol,open,high,low,close,volume
2021-07-12 10:49:00,NSE:VINATIORGA,1954.0,1956.45,1954.0,1955.0,132.0
2021-07-12 10:50:00,NSE:VINATIORGA,1956.2,1956.2,1956.2,1956.2,10.0
2021-07-12 10:51:00,NSE:VINATIORGA,1953.65,1955.25,1953.65,1955.25,73.0
2021-07-12 10:52:00,NSE:VINATIORGA,1955.0,1955.55,1955.0,1955.5,26.0
2021-07-12 10:53:00,NSE:VINATIORGA,1955.0,1955.05,1955.0,1955.0,394.0
2021-07-12 10:54:00,NSE:VINATIORGA,1954.95,1955.0,1953.65,1955.0,12.0
2021-07-12 10:55:00,NSE:VINATIORGA,1956.4,1956.4,1953.5,1954.75,78.0
2021-07-12 10:56:00,NSE:VINATIORGA,1954.75,1955.95,1954.75,1955.0,386.0
2021-07-12 10:57:00,NSE:VINATIORGA,1955.0,1955.0,1953.0,1953.0,110.0
2021-07-12 10:58:00,NSE:VINATIORGA,1954.2,1954.2,1954.2,1954.2,7.0
2021-07-12 11:00:00,NSE:VINATIORGA,1954.2,1954.25,1954.2,1954.25,27.0
2021-07-12 11:01:00,NSE:VINATIORGA,1955.0,1955.0,1955.0,1955.0,22.0
2021-07-12 11:02:00,NSE:VINATIORGA,1953.1,1954.4,1953.1,1954.4,103.0
2021-07-12 11:03:00,NSE:VINATIORGA,1954.25,1954.25,1954.25,1954.25,1.0
2021-07-12 11:04:00,NSE:VINATIORGA,1954.35,1954.5,1953.0,1954.5,23.0
2021-07-12 11:05:00,NSE:VINATIORGA,1954.6,1955.0,1954.6,1955.0,5.0
2021-07-12 11:06:00,NSE:VINATIORGA,1955.0,1955.0,1953.55,1955.0,90.0
2021-07-12 11:07:00,NSE:VINATIORGA,1955.0,1955.0,1955.0,1955.0,3.0
2021-07-12 11:08:00,NSE:VINATIORGA,1955.05,1955.05,1953.45,1953.5,47.0
2021-07-12 11:09:00,NSE:VINATIORGA,1955.0,1955.05,1953.95,1955.05,20.0
2021-07-12 11:10:00,NSE:VINATIORGA,1953.5,1954.55,1953.5,1954.55,235.0
2021-07-12 11:11:00,NSE:VINATIORGA,1954.6,1954.85,1953.0,1954.85,28.0
2021-07-12 11:12:00,NSE:VINATIORGA,1952.0,1954.2,1952.0,1954.2,301.0
2021-07-12 11:14:00,NSE:VINATIORGA,1954.2,1954.2,1954.2,1954.2,5.0
2021-07-12 11:15:00,NSE:VINATIORGA,1955.0,1955.0,1954.2,1954.2,22.0
2021-07-12 11:16:00,NSE:VINATIORGA,1955.0,1955.0,1955.0,1955.0,1.0
2021-07-12 11:17:00,NSE:VINATIORGA,1955.25,1955.4,1955.0,1955.0,66.0
2021-07-12 11:18:00,NSE:VINATIORGA,1957.05,1957.05,1955.3,1955.3,61.0
2021-07-12 11:19:00,NSE:VINATIORGA,1956.7,1956.8,1955.3,1955.3,4.0
2021-07-12 11:20:00,NSE:VINATIORGA,1956.8,1956.8,1955.35,1955.35,11.0
2021-07-12 11:21:00,NSE:VINATIORGA,1955.35,1956.95,1955.05,1956.6,326.0
2021-07-12 11:22:00,NSE:VINATIORGA,1955.3,1956.6,1955.3,1955.3,28.0
2021-07-12 11:23:00,NSE:VINATIORGA,1956.65,1956.65,1955.05,1956.55,136.0
2021-07-12 11:24:00,NSE:VINATIORGA,1955.0,1956.8,1954.15,1956.0,153.0
2021-07-12 11:25:00,NSE:VINATIORGA,1956.8,1956.8,1955.0,1955.0,110.0
2021-07-12 11:26:00,NSE:VINATIORGA,1955.0,1955.0,1955.0,1955.0,2.0
2021-07-12 11:27:00,NSE:VINATIORGA,1956.4,1957.05,1956.4,1956.9,79.0
2021-07-12 11:28:00,NSE:VINATIORGA,1957.2,1957.2,1955.5,1957.2,6.0
2021-07-12 11:29:00,NSE:VINATIORGA,1957.65,1957.65,1955.0,1955.0,425.0
2021-07-12 11:30:00,NSE:VINATIORGA,1955.0,1955.0,1955.0,1955.0,43.0
2021-07-12 11:31:00,NSE:VINATIORGA,1957.3,1957.3,1955.2,1955.2,36.0
2021-07-12 11:32:00,NSE:VINATIORGA,1957.3,1957.3,1957.3,1957.3,14.0
2021-07-12 11:33:00,NSE:VINATIORGA,1957.3,1957.35,1957.3,1957.3,13.0
2021-07-12 11:34:00,NSE:VINATIORGA,1958.3,1958.3,1957.3,1957.3,119.0
2021-07-12 11:35:00,NSE:VINATIORGA,1957.3,1957.3,1955.25,1955.3,25.0
2021-07-12 11:36:00,NSE:VINATIORGA,1957.7,1958.4,1955.75,1956.25,83.0
