datetime,symbol,open,high,low,close,volume
2020-12-28 09:15:00,NSE:KANPRPLA,129.7,129.7,124.2,126.0,13544.0
2021-01-04 09:15:00,NSE:KANPRPLA,128.95,139.89999,120.3,128.75,107962.0
2021-01-11 09:15:00,NSE:KANPRPLA,130.3,133.55,120.05,121.7,38016.0
2021-01-18 09:15:00,NSE:KANPRPLA,116.1,125.9,96.349998,119.05,32061.0
2021-01-25 09:15:00,NSE:KANPRPLA,117.65,125.4,115.0,119.35,26066.0
2021-02-01 09:15:00,NSE:KANPRPLA,116.6,125.0,116.3,123.75,27961.0
2021-02-08 09:15:00,NSE:KANPRPLA,127.9,152.0,100.2,146.25,533273.0
2021-02-15 09:15:00,NSE:KANPRPLA,148.95,149.0,131.25,133.0,142460.0
2021-02-22 09:15:00,NSE:KANPRPLA,132.95,138.95,127.6,130.0,155543.0
2021-03-01 09:15:00,NSE:KANPRPLA,132.3,180.7,128.0,172.85,1396697.0
2021-03-08 09:15:00,NSE:KANPRPLA,179.4,183.5,159.0,160.05,603041.0
2021-03-15 09:15:00,NSE:KANPRPLA,160.05,162.35,130.85,139.9,115914.0
2021-03-22 09:15:00,NSE:KANPRPLA,142.95,151.9,137.8,138.9,62935.0
2021-03-30 09:15:00,NSE:KANPRPLA,144.7,150.0,142.0,144.45,61069.0
2021-04-05 09:15:00,NSE:KANPRPLA,146.0,150.7,139.55,147.1,63251.0
2021-04-12 09:15:00,NSE:KANPRPLA,147.5,147.5,135.25,140.05,44880.0
2021-04-19 09:15:00,NSE:KANPRPLA,136.0,139.65,130.45,132.7,57216.0
2021-04-26 09:15:00,NSE:KANPRPLA,135.0,151.8,132.0,147.55,147405.0
2021-05-03 09:15:00,NSE:KANPRPLA,147.0,166.3,145.2,156.05,205045.0
2021-05-10 09:15:00,NSE:KANPRPLA,157.5,163.7,151.3,160.6,109286.0
2021-05-17 09:15:00,NSE:KANPRPLA,161.0,196.9,161.0,195.85,1167442.0
2021-05-24 09:15:00,NSE:KANPRPLA,197.5,275.5,192.1,247.25,1763809.0
2021-05-31 09:15:00,NSE:KANPRPLA,251.4,256.9,225.65,226.75,328081.0
2021-06-07 09:15:00,NSE:KANPRPLA,232.8,238.0,222.05,226.1,247063.0
2021-06-14 09:15:00,NSE:KANPRPLA,227.8,228.9,212.4,216.65,132734.0
2021-06-21 09:15:00,NSE:KANPRPLA,214.0,240.5,211.05,236.6,279023.0
2021-06-28 09:15:00,NSE:KANPRPLA,239.0,244.9,222.0,236.4,307743.0
2021-07-05 09:15:00,NSE:KANPRPLA,237.1,242.9,227.05,237.05,155887.0
2021-07-12 09:15:00,NSE:KANPRPLA,240.0,279.75,230.0,279.75,378351.0
2021-07-19 09:15:00,NSE:KANPRPLA,279.7,289.4,270.0,271.85,337153.0
2021-07-26 09:15:00,NSE:KANPRPLA,273.5,307.0,264.0,280.85,482459.0
